frame_index,time_sec,token,pc1,pc2,pc3
0,0.0,video_tok_0,1.4174163,2.967543,4.002832
1,0.09994612068965517,video_tok_0,1.2617966,2.9944293,4.034709
2,0.19989224137931033,video_tok_0,1.2196466,2.8427649,4.179624
3,0.2998383620689655,video_tok_0,1.2985117,2.941324,4.1874456
4,0.39978448275862066,video_tok_0,1.2702839,2.9418542,4.2432685
5,0.49973060344827586,video_tok_0,1.2699488,2.913314,4.2709894
6,0.599676724137931,video_tok_0,1.2672535,2.9138446,4.277618
7,0.6996228448275862,video_tok_0,1.2939239,2.8841262,4.2826867
8,0.7995689655172413,video_tok_0,1.275325,2.9176538,4.2751956
9,0.8995150862068966,video_tok_0,1.2635076,2.8629055,4.318074
10,0.9994612068965517,video_tok_0,1.906421,2.5139532,3.7083883
11,1.0994073275862069,video_tok_0,2.1298532,3.167436,3.925172
12,1.199353448275862,video_tok_0,1.9417269,3.4899163,3.880659
13,1.2992995689655171,video_tok_0,1.7463292,3.364523,3.6574392
14,1.3992456896551724,video_tok_0,1.7858232,3.41925,4.163734
15,1.4991918103448276,video_tok_0,1.3476675,4.0168896,4.073437
16,1.5991379310344827,video_tok_0,1.0343878,3.6392019,3.553214
17,1.699084051724138,video_tok_0,0.93170804,3.2808492,3.661534
18,1.7990301724137931,video_tok_0,1.1358182,3.1800866,3.1568408
19,1.8989762931034482,video_tok_0,1.0530344,2.8288424,3.3494222
20,1.9989224137931034,video_tok_0,1.0604508,2.95662,3.0233302
21,2.0988685344827585,video_tok_0,1.3441643,2.9295146,3.2224817
22,2.1988146551724137,video_tok_0,1.5064659,2.3376868,3.2122467
23,2.298760775862069,video_tok_0,1.3342503,2.2364318,3.2042665
24,2.398706896551724,video_tok_0,1.2918253,2.307112,3.2901683
25,2.4986530172413794,video_tok_0,0.8837309,1.9495924,3.5489688
26,2.5985991379310343,video_tok_0,1.1612949,1.8241919,3.486644
27,2.6985452586206895,video_tok_0,0.9733069,1.4978564,2.7485228
28,2.7984913793103448,video_tok_0,1.1204988,1.5061703,2.358626
29,2.8984375,video_tok_0,0.957722,1.6876323,2.872108
30,2.9983836206896552,video_tok_0,1.0643725,2.1168878,3.3113403
31,3.09832974137931,video_tok_0,1.0855566,2.5597286,3.45665
32,3.1982758620689653,video_tok_0,1.0123041,2.4890351,2.452864
33,3.2982219827586206,video_tok_0,0.7702991,2.4213464,2.9365783
34,3.398168103448276,video_tok_0,0.733657,2.4126136,3.1994627
35,3.498114224137931,video_tok_0,0.4393904,1.9871665,2.0204592
36,3.5980603448275863,video_tok_0,0.41801918,1.0653406,2.5463545
37,3.698006465517241,video_tok_0,0.48845285,1.2031571,2.764527
38,3.7979525862068964,video_tok_0,0.42040578,1.0218832,2.474473
39,3.8978987068965516,video_tok_0,0.24983224,0.9772221,2.8663003
40,3.997844827586207,video_tok_0,0.12241628,0.7251466,2.8298514
41,4.097790948275862,video_tok_0,0.13068798,0.620262,2.9290595
42,4.197737068965517,video_tok_0,0.21277165,0.45765734,2.3939505
43,4.297683189655173,video_tok_0,0.018940309,0.37242392,2.665911
44,4.397629310344827,video_tok_0,0.081145905,0.51436764,2.3726282
45,4.497575431034482,video_tok_0,-0.060432393,0.31306764,2.5329728
46,4.597521551724138,video_tok_0,-0.14877868,0.18500939,2.024169
47,4.697467672413793,video_tok_0,-0.17802563,0.106306635,2.2675889
48,4.797413793103448,video_tok_0,-0.064120345,0.039949257,2.7968025
49,4.897359913793103,video_tok_0,-0.31068608,-0.011564067,2.7400932
50,4.997306034482759,video_tok_0,-0.38912356,-0.07628855,2.6648252
51,5.097252155172414,video_tok_0,-0.4280779,-0.054258663,2.5196228
52,5.1971982758620685,video_tok_0,0.0026496667,-0.3046694,2.7315993
53,5.297144396551724,video_tok_0,-0.009846328,-0.5072685,2.9198682
54,5.397090517241379,video_tok_0,-0.14210834,-0.505066,2.974182
55,5.497036637931035,video_tok_0,-0.12757857,-0.34743264,3.0053167
56,5.5969827586206895,video_tok_0,-0.13341512,-0.4096055,2.857751
57,5.696928879310344,video_tok_0,-0.056917895,-0.3018491,2.9511604
58,5.796875,video_tok_0,-0.1344403,-0.22369832,2.4599445
59,5.896821120689655,video_tok_0,0.056481704,-0.067199826,2.4194098
60,5.9967672413793105,video_tok_0,-0.29733396,-0.20633572,2.9225783
61,6.096713362068965,video_tok_0,-0.3214459,-0.5209361,2.8348286
62,6.19665948275862,video_tok_0,-0.053969774,-0.1433366,2.1015232
63,6.296605603448276,video_tok_0,-0.21563631,-0.38652796,1.6673162
64,6.396551724137931,video_tok_0,-0.11698509,-0.44003347,1.9412543
65,6.496497844827586,video_tok_0,-0.45421612,-0.69278806,1.007495
66,6.596443965517241,video_tok_5,-1.0156155,-0.93709415,-0.05498525
67,6.696390086206896,video_tok_5,-2.07755,-1.127815,-0.5172706
68,6.796336206896552,video_tok_5,-1.7902341,-1.1840552,1.0638752
69,6.896282327586206,video_tok_5,-2.0783954,-0.988615,1.0455345
70,6.996228448275862,video_tok_0,-1.3183091,-0.68596,1.0844933
71,7.096174568965517,video_tok_0,-1.077507,-0.53003323,0.7068493
72,7.196120689655173,video_tok_0,-0.5447732,-0.06265782,0.55968267
73,7.296066810344827,video_tok_0,0.14079829,0.66846424,0.54718214
74,7.396012931034482,video_tok_0,0.3368467,0.7430334,0.8006771
75,7.495959051724138,video_tok_0,0.49166623,0.82296205,1.2377433
76,7.595905172413793,video_tok_0,0.6024443,1.1393384,1.3514329
77,7.695851293103448,video_tok_0,0.6063405,1.5536892,1.7286125
78,7.795797413793103,video_tok_0,0.39663568,0.9850073,2.0750113
79,7.895743534482758,video_tok_0,0.15593612,0.72521394,1.9576578
80,7.995689655172414,video_tok_0,0.16562057,0.70480025,2.1243439
81,8.09563577586207,video_tok_0,-0.23751599,0.52203196,1.8489751
82,8.195581896551724,video_tok_0,0.14889413,0.39693636,1.1806113
83,8.295528017241379,video_tok_0,-0.027498139,-0.10121371,1.0454501
84,8.395474137931034,video_tok_0,0.10696515,0.046267275,0.8775489
85,8.495420258620689,video_tok_0,-0.24316525,-0.5091456,1.2138658
86,8.595366379310345,video_tok_0,-0.18724856,-0.6147881,1.0620216
87,8.6953125,video_tok_0,-0.3729742,-0.37600106,0.7584436
88,8.795258620689655,video_tok_0,-0.40192342,-0.31983504,0.52856225
89,8.89520474137931,video_tok_0,-0.53652376,-0.33064324,0.5610253
90,8.995150862068964,video_tok_0,-0.2859275,-0.051446516,0.53050345
91,9.095096982758621,video_tok_0,0.14399305,0.7250562,0.48022658
92,9.195043103448276,video_tok_0,0.18333307,0.6541614,0.38362262
93,9.29498922413793,video_tok_0,0.1958624,0.8634636,0.73150796
94,9.394935344827585,video_tok_0,0.2202414,0.7928184,0.5901147
95,9.49488146551724,video_tok_0,0.50806445,1.1610857,0.987636
96,9.594827586206897,video_tok_0,0.7133305,1.3744507,1.1051742
97,9.694773706896552,video_tok_0,0.5958139,1.5570836,1.6215075
98,9.794719827586206,video_tok_0,1.0324869,1.927877,1.530675
99,9.894665948275861,video_tok_0,0.88177836,2.169858,2.175241
100,9.994612068965518,video_tok_0,0.86526775,1.7896258,1.8783655
101,10.094558189655173,video_tok_0,0.7664414,1.6599549,1.5187073
102,10.194504310344827,video_tok_0,0.7174845,1.516735,1.8800014
103,10.294450431034482,video_tok_0,0.6365968,1.2096237,1.1430631
104,10.394396551724137,video_tok_0,0.1806906,0.7245229,1.5995238
105,10.494342672413794,video_tok_0,0.173547,0.6378714,1.7536601
106,10.594288793103448,video_tok_0,0.21173161,0.68486947,1.2871627
107,10.694234913793103,video_tok_0,0.05097689,0.67898494,1.3666595
108,10.794181034482758,video_tok_0,0.0173792,0.20702116,1.8032146
109,10.894127155172413,video_tok_0,0.07134326,0.39274934,0.99802107
110,10.99407327586207,video_tok_0,-0.041042335,0.3732964,1.1956779
111,11.094019396551724,video_tok_0,-0.06169058,0.22990099,0.66368914
112,11.193965517241379,video_tok_0,0.23079084,0.5136924,0.8613598
113,11.293911637931034,video_tok_0,-0.02110668,0.07500766,1.191984
114,11.393857758620689,video_tok_0,-0.1613222,-0.11058426,1.5476099
115,11.493803879310345,video_tok_0,-0.15715525,0.19828147,0.6425963
116,11.59375,video_tok_0,-0.017271442,0.40289712,0.95547646
117,11.693696120689655,video_tok_0,-0.29222295,0.118308336,1.2595136
118,11.79364224137931,video_tok_0,-0.26306993,-0.03599346,1.2840539
119,11.893588362068964,video_tok_0,-0.24024364,0.34709913,1.4027642
120,11.993534482758621,video_tok_0,-0.14204195,0.19561817,1.553864
121,12.093480603448276,video_tok_0,0.0070910957,0.4449697,1.36483
122,12.19342672413793,video_tok_0,0.26990998,0.25327212,1.5085192
123,12.293372844827585,video_tok_0,0.11937953,0.5008094,1.2882624
124,12.39331896551724,video_tok_0,0.44386458,0.6430218,1.8124841
125,12.493265086206897,video_tok_0,0.6566825,1.1219914,1.4885049
126,12.593211206896552,video_tok_0,0.50760645,1.1521829,1.5055234
127,12.693157327586206,video_tok_0,0.4681121,1.2956308,1.8029307
128,12.793103448275861,video_tok_0,0.49542692,1.2681865,2.1963286
129,12.893049568965516,video_tok_0,0.6000886,1.3854735,1.7310712
130,12.992995689655173,video_tok_0,0.9198123,1.6738347,1.59296
131,13.092941810344827,video_tok_0,1.126444,2.2098527,1.4249238
132,13.192887931034482,video_tok_0,0.8037021,2.1319005,1.3264105
133,13.292834051724137,video_tok_0,0.67853737,2.066798,1.6150849
134,13.392780172413792,video_tok_0,0.5784566,2.0487795,1.2284586
135,13.492726293103448,video_tok_0,0.5249152,1.7539574,1.9413241
136,13.592672413793103,video_tok_0,0.43636197,1.2531122,1.5471797
137,13.692618534482758,video_tok_0,0.21750914,1.3381456,1.2672611
138,13.792564655172413,video_tok_0,0.45074093,1.2602588,1.7192715
139,13.89251077586207,video_tok_0,0.3799175,1.2911402,1.3479807
140,13.992456896551724,video_tok_0,0.4293095,1.4788383,1.6340393
141,14.092403017241379,video_tok_0,-0.05463418,1.2074018,1.3790311
142,14.192349137931034,video_tok_0,0.18427147,1.262444,2.0090628
143,14.292295258620689,video_tok_0,-0.24514347,0.9870629,1.8138927
144,14.392241379310345,video_tok_0,-0.562662,0.6839854,1.0635564
145,14.4921875,video_tok_0,-0.8616986,0.3468485,1.5559328
146,14.592133620689655,video_tok_0,-0.72373474,0.4582701,1.7845713
147,14.69207974137931,video_tok_0,-0.80795753,0.2961848,1.8115226
148,14.792025862068964,video_tok_0,-0.4702357,0.45659378,1.4130231
149,14.891971982758621,video_tok_0,-0.2961082,0.64831156,1.6453755
150,14.991918103448276,video_tok_0,-0.23441184,0.9677233,2.0740426
151,15.09186422413793,video_tok_0,-0.16066045,1.2192955,1.6643583
152,15.191810344827585,video_tok_0,0.40756994,1.7967441,1.0778517
153,15.29175646551724,video_tok_0,0.07236429,1.0590407,0.27731082
154,15.391702586206897,video_tok_0,0.1939162,1.1857239,0.7742791
155,15.491648706896552,video_tok_0,0.08151991,0.8963941,1.134566
156,15.591594827586206,video_tok_0,0.5022862,1.4377807,0.97255087
157,15.691540948275861,video_tok_0,0.44525185,1.3604419,1.6851953
158,15.791487068965516,video_tok_0,0.30335426,0.7440907,1.0893518
159,15.891433189655173,video_tok_0,-0.10985352,0.45826378,1.5056281
160,15.991379310344827,video_tok_0,0.14453779,0.6118775,1.342924
161,16.091325431034484,video_tok_0,-0.18339254,0.45078886,1.7660432
162,16.19127155172414,video_tok_0,-0.04169986,0.7201935,1.2527981
163,16.291217672413794,video_tok_0,-0.011432027,0.32759544,1.2853258
164,16.39116379310345,video_tok_0,-0.5503183,-0.0147956945,0.8024246
165,16.491109913793103,video_tok_3,-0.53496003,-0.24030551,0.30716005
166,16.591056034482758,video_tok_0,-0.6059765,0.1060402,0.55470973
167,16.691002155172413,video_tok_3,-0.18368751,0.013408665,0.29329714
168,16.790948275862068,video_tok_0,-0.24993272,0.020416137,0.78753954
169,16.890894396551722,video_tok_0,-0.10011899,0.06474671,0.6987405
170,16.990840517241377,video_tok_0,-0.18846738,0.44457415,0.7546604
171,17.090786637931036,video_tok_0,0.009198943,0.70899355,0.38806233
172,17.19073275862069,video_tok_0,0.29376987,0.9041644,0.33616427
173,17.290678879310345,video_tok_0,0.17010702,0.8087198,0.23722285
174,17.390625,video_tok_0,0.22177282,1.0332594,0.5237128
175,17.490571120689655,video_tok_0,0.30811405,1.1280577,0.34641978
176,17.59051724137931,video_tok_0,0.1738633,1.1274629,0.07938514
177,17.690463362068964,video_tok_0,0.28731143,0.71065706,0.44365498
178,17.79040948275862,video_tok_0,0.16641426,0.5759004,0.5258185
179,17.890355603448274,video_tok_0,0.039966594,0.6883959,0.044859562
180,17.99030172413793,video_tok_0,-0.0970084,0.74410313,0.44715562
181,18.090247844827587,video_tok_0,-0.32849044,0.334339,0.35349408
182,18.190193965517242,video_tok_0,-0.09112656,0.3152154,0.820357
183,18.290140086206897,video_tok_0,0.3829402,0.6598434,0.63932663
184,18.39008620689655,video_tok_0,0.3638588,0.5823347,1.3369349
185,18.490032327586206,video_tok_0,0.51156056,0.5240291,1.8525329
186,18.58997844827586,video_tok_0,0.3008696,0.618936,1.545771
187,18.689924568965516,video_tok_0,0.22462416,0.5058929,1.6696261
188,18.78987068965517,video_tok_0,0.29781964,0.5394693,2.0564175
189,18.889816810344826,video_tok_0,0.3060856,0.62093216,1.590635
190,18.98976293103448,video_tok_0,0.24029702,0.4478182,1.7673209
191,19.08970905172414,video_tok_0,0.51461494,0.7863865,1.3356816
192,19.189655172413794,video_tok_0,0.8481684,0.9653381,1.8840826
193,19.28960129310345,video_tok_0,0.76637524,1.1126511,1.6479083
194,19.389547413793103,video_tok_0,0.6577498,1.0261854,1.4704214
195,19.489493534482758,video_tok_0,0.36260518,0.5557027,1.3857268
196,19.589439655172413,video_tok_0,0.69661796,0.7118461,1.1666533
197,19.689385775862068,video_tok_0,0.28437856,0.5777145,1.0047175
198,19.789331896551722,video_tok_0,0.38077688,0.6037046,0.39397553
199,19.889278017241377,video_tok_0,0.202096,0.73053515,-0.10798856
200,19.989224137931036,video_tok_0,0.78880954,1.3434066,0.50878435
201,20.08917025862069,video_tok_0,0.38594425,1.5076162,0.9778788
202,20.189116379310345,video_tok_0,0.49615046,1.7916127,1.190785
203,20.2890625,video_tok_0,0.56660426,1.8297368,1.3407794
204,20.389008620689655,video_tok_0,1.1310997,2.386929,1.6362561
205,20.48895474137931,video_tok_0,1.0389106,2.570342,2.1931248
206,20.588900862068964,video_tok_0,1.0518825,2.8597817,2.0829947
207,20.68884698275862,video_tok_0,1.4444625,3.364098,2.0934267
208,20.788793103448274,video_tok_0,1.2784989,3.7075458,2.224811
209,20.88873922413793,video_tok_0,1.3270167,3.3113174,2.5806813
210,20.988685344827587,video_tok_0,1.4978681,3.4109101,2.2077484
211,21.088631465517242,video_tok_0,1.1093571,2.930557,2.812428
212,21.188577586206897,video_tok_0,1.1545777,2.8413692,2.9525657
213,21.28852370689655,video_tok_0,1.0538862,2.8164568,2.7838984
214,21.388469827586206,video_tok_0,1.0772665,2.6611233,2.5840464
215,21.48841594827586,video_tok_0,1.0979439,2.6145709,2.640349
216,21.588362068965516,video_tok_0,0.9750987,2.0268486,2.0878704
217,21.68830818965517,video_tok_0,0.69912213,1.8266796,1.8119903
218,21.788254310344826,video_tok_0,0.844663,1.6763031,1.3563129
219,21.88820043103448,video_tok_0,0.40908277,1.0487293,1.2366053
220,21.98814655172414,video_tok_0,0.3992872,0.9589989,0.8080225
221,22.088092672413794,video_tok_0,-0.07365178,0.601541,0.61886454
222,22.18803879310345,video_tok_0,0.1201322,0.94184774,0.0808487
223,22.287984913793103,video_tok_0,-0.06997165,0.24533787,0.5742486
224,22.387931034482758,video_tok_0,-0.030747509,0.35855505,0.5545295
225,22.487877155172413,video_tok_0,-0.21241808,-0.3721585,0.32373625
226,22.587823275862068,video_tok_0,-0.4929152,-0.70554465,0.19404034
227,22.687769396551722,video_tok_5,-0.9336747,-1.944352,-0.046349104
228,22.787715517241377,video_tok_5,-1.0494753,-2.57078,-0.558578
229,22.887661637931032,video_tok_5,-1.3870583,-2.716169,-0.23040631
230,22.98760775862069,video_tok_5,-1.416908,-2.5676274,0.1397523
231,23.087553879310345,video_tok_5,-1.4709951,-2.79774,0.3398672
232,23.1875,video_tok_5,-1.8574623,-3.0944705,-0.29109916
233,23.287446120689655,video_tok_5,-2.268035,-3.5524516,-0.63101786
234,23.38739224137931,video_tok_5,-2.536568,-4.261195,-0.71461284
235,23.487338362068964,video_tok_5,-2.685559,-4.5013566,-0.5457427
236,23.58728448275862,video_tok_5,-2.4257488,-4.0707593,-0.79208976
237,23.687230603448274,video_tok_5,-2.6192825,-3.8165364,-0.67590356
238,23.78717672413793,video_tok_5,-2.501647,-3.2538004,-0.6410021
239,23.887122844827587,video_tok_5,-2.5147698,-3.319881,-0.889124
240,23.987068965517242,video_tok_5,-2.425201,-2.866458,-0.5220018
241,24.087015086206897,video_tok_5,-2.6521115,-3.0669718,-0.58960545
242,24.18696120689655,video_tok_5,-2.751525,-3.0644665,-0.9560825
243,24.286907327586206,video_tok_5,-3.0184326,-3.5204,-1.1955801
244,24.38685344827586,video_tok_5,-2.7640738,-3.5769777,-1.3516333
245,24.486799568965516,video_tok_5,-2.8247736,-3.639789,-1.3057712
246,24.58674568965517,video_tok_5,-2.8705297,-3.6883736,-1.5139061
247,24.686691810344826,video_tok_5,-2.643167,-3.4581187,-1.8011845
248,24.78663793103448,video_tok_5,-2.3805547,-3.1839318,-1.7022486
249,24.88658405172414,video_tok_5,-2.2870464,-3.589939,-1.0164753
250,24.986530172413794,video_tok_5,-2.19481,-3.5415485,-0.9756263
251,25.08647629310345,video_tok_5,-2.3024306,-3.7134404,-0.82728904
252,25.186422413793103,video_tok_5,-2.3009675,-3.7394247,-0.8206103
253,25.286368534482758,video_tok_5,-2.385747,-3.9478955,-0.7181686
254,25.386314655172413,video_tok_5,-2.2408366,-3.5776575,-1.1766864
255,25.486260775862068,video_tok_5,-2.2292585,-3.525438,-0.6795284
256,25.586206896551722,video_tok_5,-2.095676,-3.650397,-0.9458562
257,25.686153017241377,video_tok_5,-2.4123595,-4.188026,-0.5776624
258,25.786099137931032,video_tok_5,-2.3564227,-3.6303308,-0.25450453
259,25.88604525862069,video_tok_5,-2.1673498,-3.744349,-0.9900498
260,25.985991379310345,video_tok_5,-1.8818114,-3.391486,-0.7752807
261,26.0859375,video_tok_5,-1.8676841,-3.368242,-0.53051525
262,26.185883620689655,video_tok_5,-1.4304012,-2.6582994,-0.8815305
263,26.28582974137931,video_tok_5,-1.354516,-2.0715237,-0.7065719
264,26.385775862068964,video_tok_5,-1.245441,-1.8961247,-0.91576004
265,26.48572198275862,video_tok_5,-1.083276,-1.838805,-0.40130308
266,26.585668103448274,video_tok_5,-0.9165217,-1.7848188,-0.15044951
267,26.68561422413793,video_tok_5,-1.0070912,-2.0465837,0.18244725
268,26.785560344827584,video_tok_5,-0.7421596,-1.8606408,-0.09706526
269,26.885506465517242,video_tok_5,-0.96949184,-2.130873,0.5149055
270,26.985452586206897,video_tok_5,-0.8076824,-2.047439,0.6229491
271,27.08539870689655,video_tok_5,-1.1133585,-2.2515376,0.47902778
272,27.185344827586206,video_tok_5,-1.1195431,-2.6931527,0.7707091
273,27.28529094827586,video_tok_5,-0.9265673,-2.4112358,0.5808812
274,27.385237068965516,video_tok_5,-0.8621557,-2.3106117,0.8373911
275,27.48518318965517,video_tok_5,-0.80625916,-2.1448455,0.50920004
276,27.585129310344826,video_tok_5,-0.6382687,-2.0630615,0.5921028
277,27.68507543103448,video_tok_5,-0.6615617,-2.0498607,0.60954326
278,27.78502155172414,video_tok_5,-0.7043364,-2.034122,0.9431501
279,27.884967672413794,video_tok_5,-0.79498553,-1.8274945,0.6254413
280,27.98491379310345,video_tok_5,-0.8254116,-2.051169,0.34030503
281,28.084859913793103,video_tok_5,-1.242614,-2.0370905,0.04691262
282,28.184806034482758,video_tok_5,-1.1904972,-2.015139,-0.3820768
283,28.284752155172413,video_tok_5,-1.4344828,-2.1794014,-0.93729997
284,28.384698275862068,video_tok_5,-1.452163,-3.016172,-1.4550664
285,28.484644396551722,video_tok_5,-1.6656058,-3.6544156,-0.7291059
286,28.584590517241377,video_tok_5,-1.6568816,-3.9571352,-0.5866254
287,28.684536637931032,video_tok_5,-1.8676963,-3.6530247,-0.7521709
288,28.78448275862069,video_tok_5,-1.6190474,-3.533881,-0.64902073
289,28.884428879310345,video_tok_5,-1.6284723,-3.2036085,-1.0045804
290,28.984375,video_tok_5,-1.4317638,-3.261643,-0.53079206
291,29.084321120689655,video_tok_5,-1.6323903,-3.270908,-0.90012187
292,29.18426724137931,video_tok_5,-1.3319111,-2.316579,-1.263097
293,29.284213362068964,video_tok_5,-1.3952961,-2.2029,-1.2886147
294,29.38415948275862,video_tok_5,-1.1458565,-1.8446836,-1.3682814
295,29.484105603448274,video_tok_5,-1.2965648,-1.8006815,-1.6007271
296,29.58405172413793,video_tok_5,-1.7603902,-2.5215034,-2.8381908
297,29.683997844827584,video_tok_5,-1.9675956,-3.4090662,-1.5623058
298,29.783943965517242,video_tok_5,-2.0673938,-3.011793,-1.3061231
299,29.883890086206897,video_tok_5,-2.5394459,-3.2538145,-1.994395
300,29.98383620689655,video_tok_5,-2.861758,-3.5171866,-1.5388902
301,30.083782327586206,video_tok_5,-3.4203026,-3.7651472,-1.9856538
302,30.18372844827586,video_tok_5,-3.2096934,-3.6604037,-1.6692964
303,30.283674568965516,video_tok_5,-2.7347357,-3.2452676,-1.5582052
304,30.38362068965517,video_tok_5,-2.696102,-3.1744428,-1.5706143
305,30.483566810344826,video_tok_5,-2.5105834,-3.0296192,-1.2901571
306,30.58351293103448,video_tok_5,-2.4922037,-3.0965383,-1.0780683
307,30.683459051724135,video_tok_5,-2.678915,-3.2210846,-0.9386626
308,30.783405172413794,video_tok_5,-2.5117602,-2.9276037,-1.2549886
309,30.88335129310345,video_tok_5,-2.706419,-2.8108997,-1.2195364
310,30.983297413793103,video_tok_5,-2.7430563,-2.6273773,-1.5908023
311,31.083243534482758,video_tok_5,-3.0367815,-3.6608744,-1.4084505
